encabezado,enlace,fuente,fecha,clase
“Por cubrebocas nos creían infectadas”: mexicana en Italia,https://www.eluniversal.com.mx/mundo/por-cubrebocas-nos-creian-infectadas-mexicana-en-italia,universal,13-03-2020,1
Reyes de España dan negativo al coronavirus,https://www.eluniversal.com.mx/mundo/reyes-de-espana-dan-negativo-al-coronavirus,universal,13-03-2020,0
Descarta Ssa declarar estado de emergencia por coronavirus; no hay elementos: López-Gatell,https://www.eluniversal.com.mx/nacion/coronavirus-de-mexico-descarta-ssa-declarar-estado-de-emergencia,universal,13-03-2020,0
"España declara ""estado de alarma"" ante rápido avance del brote de coronavirus",https://www.eluniversal.com.mx/mundo/coronavirus-espana-declara-estado-de-alarma-por-covid-19,universal,13-03-2020,0
Compras de pánico por coronavirus empujadas por miedo y especulación comercial: SSa,https://www.eluniversal.com.mx/nacion/la-mananera-de-amlo-compras-de-panico-por-coronavirus,universal,13-03-2020,1
"Coronavirus. ""Lo peor es la tos incontrolable"": el testimonio de un paciente que se recupera del Covid-19",https://www.eluniversal.com.mx/mundo/coronavirus-lo-peor-es-la-tos-incontrolable-testimonio-de-paciente,universal,13-03-2020,1
Posponen eventos y anuncian clases virtuales en Jalisco,https://www.eluniversal.com.mx/estados/coronavirus-posponen-eventos-y-anuncian-clases-virtuales-en-jalisco,universal,13-03-2020,0
Cierran Torre Eiffel y sitios turísticos de París por coronavirus,https://www.eluniversal.com.mx/destinos/cierran-torre-eiffel-y-sitios-turisticos-de-paris-por-coronavirus,universal,13-03-2020,0
Confirman segundo caso de Covid-19 en Nuevo León,https://www.eluniversal.com.mx/estados/coronavirus-confirman-segundo-caso-de-covid-19-en-nuevo-leon,universal,13-03-2020,0
"Coronavirus, de lo más buscado en sitios porno",https://www.eluniversal.com.mx/techbit/coronavirus-de-lo-mas-buscado-en-sitios-porno,universal,13-03-2020,1
Trump declara emergencia nacional por coronavirus en Estados Unidos,https://www.eluniversal.com.mx/mundo/trump-declara-estado-de-emergencia-por-coronavirus-en-estados-unidos,universal,13-03-2020,0
CDMX continúa en Fase 1 por coronavirus; no se cancela el Vive Latino: Sheinbaum,https://www.eluniversal.com.mx/metropoli/cdmx-continua-en-fase-1-por-coronavirus-no-se-cancela-el-vive-latino-sheinbaum,universal,13-03-2020,0
"Por coronavirus, se esperan minusvalias en Afores: Consar",https://www.eluniversal.com.mx/cartera/por-coronavirus-se-esperan-minusvalias-en-afores-consar,universal,13-03-2020,0
¿Qué implica una declaratoria de emergencia en EU?,https://www.eluniversal.com.mx/mundo/coronavirus-que-implica-una-declaratoria-de-emergencia-en-eu,universal,13-03-2020,0
¿Cómo afecta el coronavirus a las personas con asma?,https://www.eluniversal.com.mx/ciencia-y-salud/salud/coronavirus-que-hacer-en-caso-de-padecer-asma,universal,13-03-2020,0
México suma 26 casos positivos de coronavirus,https://www.eluniversal.com.mx/nacion/coronavirus-13-de-marzo-mexico-suma-26-casos-positivos-de-coronavirus,universal,13-03-2020,0
Dos mexicanos cuentan la emergencia por coronavirus desde Europa,https://www.eluniversal.com.mx/mundo/dos-mexicanos-cuentan-la-emergencia-por-coronavirus-desde-europa,universal,13-03-2020,1
"Conoce algunos riesgos del gel antibacterial ""hecho en casa""",https://www.eluniversal.com.mx/ciencia-y-salud/salud/conoce-algunos-riesgos-del-gel-antibacterial-hecho-en-casa,universal,13-03-2020,1
EU ve un riesgo 'muy real' de salud en su frontera sur por coronavirus,https://www.milenio.com/estados/unidos-ve-riesgo-real-coronavirus-frontera-sur,milenio,13-03-2020,1
"Coronavirus, la pandemia que llegará",https://www.milenio.com/opinion/joaquin-lopez-doriga/en-privado/coronavirus-la-pandemia-que-llegara,milenio,13-03-2020,1
Aumenta a 21 el número de aislados por coronavirus en NL,https://www.milenio.com/ciencia-y-salud/sociedad/coronavirus-nl-aumenta-21-numero-personas-aisladas,milenio,13-03-2020,1
Crea Guanajuato página para brindar información sobre Covid-19,https://www.milenio.com/salud/coronavirus-guanajuato-crea-pagina-oficial-covid-19,milenio,13-03-2020,0
Secretaría de Salud lanzará campaña contra coronavirus,https://www.milenio.com/politica/coronavirus-ssa-lanzara-campana-prevenir-contagios-covid-19,milenio,13-03-2020,0
No dejes que el coronavirus incendie a los demás: lanzan campaña para evitar contagio,https://www.milenio.com/ciencia-y-salud/coronavirus-campana-yo-me-quedo-en-casa-contra-coronavirus,milenio,13-03-2020,1
Analizan en NL 23 casos sospechosos de coronavirus,https://www.milenio.com/politica/gobierno/coronavirus-leon-analizan-23-casos-sospechosos,milenio,13-03-2020,0
Alcalde de Miami da positivo a coronavirus tras reunirse con comitiva de Jair Bolsonaro,https://www.milenio.com/internacional/coronavirus-unidos-francis-suarez-caso-confirmado-covid19,milenio,13-03-2020,0
"Por coronavirus, alumnos de la UdeG tomarán clases de manera virtual",https://www.milenio.com/politica/comunidad/coronavirus-jalisco-universidad-guadalajara-suspende-clases,milenio,13-03-2020,0
Coronavirus: instalan filtros de salud en penales de NL,https://www.milenio.com/politica/coronavirus-instalan-filtros-salud-penales-nl,milenio,13-03-2020,0
Habrá filtros de salud en eventos masivos de Torreón,https://www.milenio.com/estados/torreon-habran-filtros-salud-eventos-masivos-coronavirus,milenio,13-03-2020,0
¿Qué es una emergencia nacional y por qué se declara?,https://www.milenio.com/internacional/emergencia-nacional-que-es-y-para-que-sirve-la-declaracion,milenio,13-03-2020,0
Universidades de La Laguna implementan medidas ante coronavirus,https://www.milenio.com/estados/la-laguna-protocolos-de-universidades-ante-pandemia-de-coronavirus,milenio,13-03-2020,0
"“Sí, sí da miedo vivir de cerca el coronavirus”",https://www.milenio.com/ciencia-y-salud/si-si-da-miedo-vivir-cerca-del-coronavirus,milenio,13-03-2020,1
Hay caos en aerolíneas por cambio de vuelos ante coronavirus,https://www.milenio.com/negocios/por-coronavirus-hay-caos-en-aerolineas-por-cambio-de-vuelos,milenio,13-03-2020,1
Es un tema de terror: Belinda cancela dos proyectos debido a pandemia de coronavirus,https://www.milenio.com/espectaculos/famosos/coronavirus-belinda-cancela-proyectos-tema-terror,milenio,13-03-2020,1
Poblanos comienzan a realizar compras de pánico ante el coronavirus,https://www.milenio.com/politica/comunidad/poblanos-comienzan-a-realizar-compras-de-panico-ante-el-coronavirus,milenio,13-03-2020,1
El año de la peste: el coronavirus de hace 355 años,https://www.milenio.com/cultura/laberinto/dario-ano-peste-coronavirus-355-anos,milenio,13-03-2020,1
CNAR toma precauciones por coronavirus,https://www.milenio.com/deportes/mas-aficion/cnar-toma-precauciones-por-coronavirus,milenio,13-03-2020,0
"Cierra la Torre Eiffel por el coronavirus ""hasta nuevo aviso""",https://www.la-prensa.com.mx/mundo/cierra-la-torre-eiffel-por-el-coronavirus-hasta-nuevo-aviso-4966617.html,laprensa,13-03-2020,0
Prevén usar hospital inflable ante virus,https://www.eluniversal.com.mx/estados/preven-usar-hospital-inflable-ante-virus,universal,14-03-2020,0
"Desde ventanas y balcones, españoles aplauden a trabajadores sanitarios por Covid-19",https://www.eluniversal.com.mx/mundo/coronavirus-desde-ventanas-y-balcones-espanoles-aplauden-trabajadores-sanitarios-por-covid-19,universal,14-03-2020,0
Orina de vaca; la solución 'mágica' para el coronavirus en la India,https://www.milenio.com/virales/coronavirus-grupo-hindu-cree-orina-vaca-cura-covid-19,milenio,14-03-2020,1
Instalan hospital inflable en Pachuca para atender casos de coronavirus,https://www.milenio.com/ciencia-y-salud/comienza-instalacion-del-hospital-inflable-en-pachuca,milenio,14-03-2020,0
SEP suspende actos deportivos y cívicos en planteles por coronavirus,https://www.milenio.com/politica/sep-suspende-actos-deportivos-civicos-planteles-coronavirus,milenio,14-03-2020,0
Coronavirus. Lagunera narra estudiar en Estados Unidos con alerta de pandemia,https://www.milenio.com/estados/coronavirus-estudiante-lagunera-narra-pandemia-unidos,milenio,14-03-2020,1
SEP prevé cerrar escuelas donde se detecten casos de coronavirus,https://www.milenio.com/politica/sep-preve-cerrar-escuelas-detecten-casos-coronavirus,milenio,14-03-2020,0
Éstas son las medidas de la SEP para evitar casos de coronavirus en estudiantes,https://www.milenio.com/politica/sep-suspension-clases-medidas-evitar-casos-coronavirus,milenio,14-03-2020,0
Capacitan a hoteleros de Puebla para evitar casos de coronavirus,https://www.milenio.com/estados/coronavirus-hoteles-puebla-refuerzan-medidas-preventivas,milenio,14-03-2020,0
Desarrollan en México cápsulas para transportar a infectados por coronavirus,https://www.milenio.com/ciencia-y-salud/coronavirus-mexico-crean-capsula-transportar-pacientes,milenio,14-03-2020,1
Esposa de Pedro Sánchez da positivo a prueba de Covid-19,https://www.milenio.com/internacional/coronavirus-esposa-presidente-espana-positivo-prueba,milenio,14-03-2020,0
Donald Trump da negativo en prueba de coronavirus,https://www.milenio.com/internacional/donald-trump-da-negativo-para-coronavirus,milenio,14-03-2020,0
Georgia retrasa elecciones primarias por coronavirus,https://www.milenio.com/internacional/por-coronavirus-georgia-retrasa-elecciones-primarias,milenio,14-03-2020,0
Reportan 41 pacientes con coronavirus en México; hay 155 casos sospechosos,https://www.milenio.com/politica/coronavirus-mexico-41-casos-confirmados-155-sospechosos,milenio,14-03-2020,0
Compras de pánico en Jalisco por coronavirus,https://www.milenio.com/politica/comunidad/coronavirus-en-mexico-compras-de-panico-en-zapopan,milenio,14-03-2020,1
Piden a mexicanos evitar viajes internacionales por coronavirus,https://www.milenio.com/politica/coronavirus-mexico-piden-evitar-viajes-extranjero,milenio,14-03-2020,0
"Responsabilidad, previsión y cautela ante Covid-19: Senado",https://www.la-prensa.com.mx/mexico/politica/responsabilidad-prevision-y-cautela-ante-covid-19-senado-4972193.html,laprensa,14-03-2020,0
"Coronavirus: la catástrofe, la psicosis",https://www.milenio.com/opinion/erik-vargas/el-desmenuzadero/coronavirus-la-catastrofe-la-psicosis,milenio,15-03-2020,1
Franceses eligen alcaldes pese a la amenaza del coronavirus,https://www.milenio.com/internacional/europa/coronavirus-franceses-eligen-alcaldes-pese-pandemia,milenio,15-03-2020,1
"Ricky Martín pide frenar propagación del ""monstruo"" Covid-19",https://www.milenio.com/espectaculos/famosos/ricky-martin-pide-quedarse-casa-controlar-monstruo-covid-19,milenio,15-03-2020,1
"Pese alerta por coronavirus, sigue en pie Festival de Tehuacán",https://www.milenio.com/cultura/pie-festival-internacional-tehuacan-alerta-coronavirus,milenio,15-03-2020,1
El enigma del virus,https://www.eluniversal.com.mx/opinion/roberto-rock-l/el-enigma-del-virus,universal,15-03-2020,1
Suspenden clases 1 mes para evitar contagios,https://www.eluniversal.com.mx/nacion/politica/suspenden-clases-1-mes-para-evitar-contagios,universal,15-03-2020,1
España registra 100 muertos en las últimas 24 horas por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-espana-registra-100-muertos-en-las-ultimas-24-horas,universal,15-03-2020,1
Italia registra 368 muertes por coronavirus en las últimas 24 horas,https://www.eluniversal.com.mx/mundo/coronavirus-mueren-368-por-coronavirus-en-italia-en-el-ultimo-dia,universal,15-03-2020,0
"“Tener fe en Dios”, antídoto del coronavirus, según el Estado Islámico",https://www.eluniversal.com.mx/mundo/tener-fe-en-dios-antidoto-del-coronavirus-estado-islamico,universal,15-03-2020,1
"Cero cuarentenas: Nicaragua, a contracorriente con coronavirus",https://www.eluniversal.com.mx/mundo/coronavirus-nicaragua-contracorriente-sin-cuarentenas,universal,15-03-2020,1
Maduro declara cuarentena en Caracas y otros estados por 17 casos de coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-caracas-en-cuarentena-por-casos-de-covid-19,universal,15-03-2020,1
Destinarán 100 mdp para atender emergencia del coronavirus en la CDMX,https://www.eluniversal.com.mx/video/metropoli/destinaran-100-mdp-para-atender-emergencia-del-coronavirus-en-la-cdmx,universal,15-03-2020,1
¿Por qué las compras de pánico de papel de baño ante el coronavirus?,https://www.la-prensa.com.mx/doble-via/virales/por-que-las-compras-de-panico-de-papel-de-bano-papel-higienico-ante-el-coronavirus-covid-19-4973743.html,laprensa,15-03-2020,1
"Por miedo a coronavirus, 80% de los mexicanos cancela o pospone vuelos a Europa",https://www.milenio.com/negocios/coronavirus-covid-19-mexicanos-cancelan-posponen-vuelo-europa,milenio,16-03-2020,1
Contagio por coronavirus será alto; pero letalidad baja: Udlap,https://www.milenio.com/politica/comunidad/contagio-coronavirus-alto-letalidad-baja-comparacion,milenio,16-03-2020,1
Petróleo cae por debajo de los 30 dólares ante crisis por coronavirus,https://www.milenio.com/negocios/petroleo-cae-abajo-30-dolares-crisis-coronavirus,milenio,16-03-2020,1
Edomex confirma seis contagios de Covid-19,https://www.eluniversal.com.mx/metropoli/edomex-confirma-seis-contagios-de-covid-19,universal,16-03-2020,1
Saber decidir ante pandemia Covid-19,https://www.eluniversal.com.mx/opinion/pedro-isnardo-de-la-cruz/saber-decidir-ante-pandemia-covid-19,universal,16-03-2020,1
Se desatan compras de pánico en frontera de Tamaulipas,https://www.eluniversal.com.mx/estados/se-desatan-compras-de-panico-en-frontera-de-tamaulipas,universal,16-03-2020,1
El virus viral,https://www.eluniversal.com.mx/opinion/guillermo-fadanelli/el-virus-viral,universal,16-03-2020,1
Muertes por coronavirus llegan a 6 mil en el mundo; toman medidas radicales,https://www.eluniversal.com.mx/mundo/muertes-por-coronavirus-llegan-6-mil-en-el-mundo-toman-medidas-radicales,universal,16-03-2020,1
“Pandemia no hará nada a los mexicanos”,https://www.eluniversal.com.mx/nacion/pandemia-no-hara-nada-los-mexicanos,universal,16-03-2020,1
"“Coronavirus en España, lo más parecido a un campo de batalla”",https://www.eluniversal.com.mx/mundo/coronavirus-cuarentena-es-lo-mas-parecido-campo-de-batalla,universal,16-03-2020,1
¿Por qué la gente compra desesperadamente papel de baño ante el coronavirus?,https://www.eluniversal.com.mx/video/mundo/por-que-la-gente-compra-desesperadamente-papel-de-bano-ante-el-coronavirus,universal,16-03-2020,1
¿Por qué en EU evitan ir al médico incluso en crisis como la del coronavirus?,https://www.eluniversal.com.mx/mundo/coronavirus-por-que-en-estados-unidos-evitan-ir-al-medico,universal,16-03-2020,1
Coronavirus. Crónica de un vuelo fantasma: los aeropuertos se vacían por el COVID-19,https://www.eluniversal.com.mx/mundo/cronica-de-un-vuelo-fantasma-los-aeropuertos-se-vacian-por-el-covid-19,universal,16-03-2020,1
Destinarán 300 mdp para atender emergencia del coronavirus en Edomex,https://www.eluniversal.com.mx/metropoli/cdmx/destinaran-300-mdp-para-atender-emergencia-del-coronavirus-en-edomex,universal,16-03-2020,1
Guatemala cierra fronteras tras confirmar 6 contagios y una muerte por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-guatemala-cierra-frontera-con-mexico,universal,16-03-2020,1
Pánico por coronavirus incrementa compra de armas en Estados Unidos,https://www.eluniversal.com.mx/mundo/panico-por-coronavirus-incrementa-compra-de-armas-en-estados-unidos,universal,16-03-2020,1
¡Otro actor infectado! Idris Elba da positivo por coronavirus,https://www.la-prensa.com.mx/gossip/omg/actores-famosos-celebridades-infectados-hollywood-idris-elba-the-wire-da-positivo-por-coronavirus-covid-19-4976185.html,laprensa,16-03-2020,1
IMSS fortalece medidas de prevención en grupos vulnerables por Covid-19,https://www.la-prensa.com.mx/doble-via/salud/imss-fortalece-las-medidas-de-prevencion-en-grupos-vulnerables-por-covid-19-coronavirus-imss-mexico-asma-enfermedades-cronicas-vih-sida-4974043.html,laprensa,16-03-2020,1
¡Coronovirus le pega también al Ceremonia 2020 y posponen festival!,https://www.la-prensa.com.mx/gossip/posponen-el-festival-ceremonia-2020-cdmx-campo-marte-25-de-abril-por-coronavirus-covid-19-segundo-semestre-del-ano-4976842.html,laprensa,16-03-2020,1
